发病部位,疾病名称,证型名称,病机要点,辨证要点,临床表现,治法,代表方剂,发病概率,治疗难度
儿科,痫病 , 痰火扰神证,痰湿内生，化火扰神，蒙蔽心窍,发作时神志不清，抽搐剧烈，面赤口苦,发作时神志不清，抽搐剧烈，面赤口苦，大便干结，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热泻火，化痰开窍,龙胆泻肝汤合涤痰汤加减,少见,极难
儿科,痫病 , 瘀阻脑络证,外伤或久病，瘀血阻络，脑窍失养,发作时神志不清，抽搐固定，舌有瘀点,发作时神志不清，抽搐固定不移，头痛，舌质紫暗或有瘀点，苔薄白，脉涩，指纹紫滞,活血化瘀，息风开窍,通窍活血汤加减,罕见,极难
儿科,痫病 , 心脾两虚证,脾胃虚弱，气血不足，心脾失养，脑窍失荣,发作时神志不清，抽搐无力，神疲乏力,发作时神志不清，抽搐无力，神疲乏力，面色萎黄，食欲不振，舌质淡，苔薄白，脉细弱，指纹淡红,补益心脾，养血安神,归脾汤合温胆汤加减,罕见,极难
儿科,痫病 , 肝肾阴虚证,先天禀赋不足，肝肾阴虚，脑窍失养,发作时神志不清，抽搐舒缓，手足心热,发作时神志不清，抽搐舒缓，手足心热，头晕耳鸣，舌质红，苔少或无苔，脉细数，指纹淡紫,滋养肝肾，益精填髓,左归丸加减,罕见,绝症
儿科,水肿 , 风水相搏证,外感风邪，肺气失宣，通调水道失常，水湿泛溢,眼睑浮肿，继则全身，伴发热恶风,眼睑浮肿，继则全身，伴发热恶风，咳嗽，咽痛，小便短黄，舌质红，苔薄黄，脉浮数，指纹浮紫,疏风解表，利水消肿,麻黄连翘赤小豆汤加减,常见,一般
儿科,水肿 , 湿热内侵证,外感湿热之邪，或乳食积滞化热，湿热蕴结，水湿泛溢,全身浮肿，小便短黄，伴发热口苦,全身浮肿，小便短黄，伴发热口苦，烦躁不安，舌质红，苔黄腻，脉滑数，指纹紫,清热利湿，利水消肿,五味消毒饮合五皮饮加减,常见,较难
儿科,水肿 , 肺脾气虚证,脾胃虚弱，肺气不足，运化失司，通调水道失常,浮肿较轻，神疲乏力，食欲不振,浮肿较轻，神疲乏力，食欲不振，面色萎黄，大便溏薄，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，利水消肿,参苓白术散合玉屏风散加减,常见,一般
儿科,水肿 , 脾肾阳虚证,脾胃虚寒日久，累及肾阳，脾肾阳虚，运化失司，水湿泛溢,全身浮肿，腰腹以下为甚，畏寒肢冷,全身浮肿，腰腹以下为甚，畏寒肢冷，面色?白，精神萎靡，大便溏薄，小便清长，舌质淡，苔白滑，脉沉迟，指纹淡红,温补脾肾，利水消肿,真武汤合实脾饮加减,少见,较难
儿科,水肿 , 阴虚邪恋证,病程日久，耗伤阴液，阴虚内热，余邪留恋,浮肿较轻，手足心热，盗汗颧红,浮肿较轻，手足心热，盗汗颧红，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴补肾，兼清余热,六味地黄丸合二至丸加减,少见,较难
儿科,尿血 , 风热伤络证,外感风热之邪，侵袭肾络，损伤血络,尿血鲜红，伴发热咽痛，舌红苔薄黄,尿血鲜红，伴发热咽痛，咳嗽，头痛，舌质红，苔薄黄，脉浮数，指纹浮紫,疏风清热，凉血止血,银翘散合小蓟饮子加减,少见,一般
儿科,尿血 , 湿热下注证,外感湿热之邪，或乳食积滞化热，湿热蕴结下焦，损伤血络,尿血鲜红或暗红，小便短黄，伴尿频尿急,尿血鲜红或暗红，小便短黄，伴尿频尿急，尿痛，舌质红，苔黄腻，脉滑数，指纹紫,清热利湿，凉血止血,小蓟饮子加减,少见,较难
儿科,尿血 , 阴虚火旺证,久病耗伤阴液，肝肾阴虚，虚火内生，损伤血络,尿血暗红，手足心热，盗汗颧红,尿血暗红，手足心热，盗汗颧红，口干咽燥，头晕目眩，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴降火，凉血止血,知柏地黄丸加减,罕见,较难
儿科,尿血 , 脾肾两虚证,脾胃虚弱，肾气不足，脾不统血，肾不固血,尿血淡红，神疲乏力，食欲不振,尿血淡红，神疲乏力，食欲不振，面色萎黄，腰膝酸软，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，补肾止血,归脾汤合无比山药丸加减,罕见,较难
儿科,尿频 , 湿热下注证,外感湿热之邪，或乳食积滞化热，湿热蕴结下焦，膀胱气化失常,尿频尿急，小便短黄，伴尿痛,尿频尿急，小便短黄，伴尿痛，舌质红，苔黄腻，脉滑数，指纹紫,清热利湿，通利膀胱,八正散加减,常见,一般
儿科,尿频 , 脾肾两虚证,脾胃虚弱，肾气不足，脾失运化，肾失固摄，膀胱气化失常,尿频清长，神疲乏力，食欲不振,尿频清长，神疲乏力，食欲不振，面色萎黄，腰膝酸软，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，补肾固涩,缩泉丸合参苓白术散加减,常见,一般
儿科,遗尿 , 肾气不足证,先天禀赋不足，肾气亏虚，膀胱失约,夜间遗尿，醒后方觉，腰膝酸软,夜间遗尿，醒后方觉，腰膝酸软，畏寒肢冷，面色?白，舌质淡，苔白滑，脉沉迟，指纹淡红,温补肾阳，固涩膀胱,菟丝子散加减,常见,一般
儿科,遗尿 , 脾肺气虚证,脾胃虚弱，肺气不足，脾失运化，肺失宣降，膀胱失约,夜间遗尿，神疲乏力，食欲不振,夜间遗尿，神疲乏力，食欲不振，面色萎黄，大便溏薄，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，补肺固涩,补中益气汤合缩泉丸加减,常见,一般
儿科,遗尿 , 心肾不交证,心火亢盛，肾水不足，心肾不交，膀胱失约,夜间遗尿，烦躁不安，手足心热,夜间遗尿，烦躁不安，手足心热，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,清心滋肾，安神固脬,导赤散合交泰丸加减,少见,较难
儿科,五迟、五软 , 肝肾亏损证,先天禀赋不足，肝肾阴虚，精血不足，筋骨失养,立迟、行迟、齿迟，头项软、手足软,立迟、行迟、齿迟，头项软、手足软，头晕耳鸣，舌质红，苔少或无苔，脉细数，指纹淡紫,滋养肝肾，益精填髓,加味六味地黄丸加减,罕见,极难
儿科,五迟、五软 , 心脾两虚证,脾胃虚弱，气血不足，心脾失养，脑窍失荣,语迟、发迟，肌肉软、口软,语迟、发迟，肌肉软、口软，神疲乏力，食欲不振，面色萎黄，舌质淡，苔薄白，脉细弱，指纹淡红,补益心脾，养血安神,归脾汤加减,罕见,较难
儿科,五迟、五软 , 痰瘀阻滞证,外伤或久病，痰瘀互结，阻滞经络，脑窍失养,发育迟缓，肢体僵硬，舌有瘀点,发育迟缓，肢体僵硬，头项软，舌质紫暗或有瘀点，苔白腻，脉涩，指纹紫滞,化痰开窍，活血通络,通窍活血汤合二陈汤加减,罕见,极难
儿科,性早熟 , 阴虚火旺证,先天禀赋不足，或饮食不节，阴虚内热，相火妄动,第二性征提前出现，手足心热，盗汗颧红,第二性征提前出现，手足心热，盗汗颧红，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴降火,知柏地黄丸加减,少见,较难
儿科,性早熟 , 肝郁化火证,情志失调，肝气郁结，化火妄动，相火亢进,第二性征提前出现，烦躁易怒，面赤口苦,第二性征提前出现，烦躁易怒，面赤口苦，头晕目眩，舌质红，苔薄黄，脉弦数，指纹紫,疏肝泻火,丹栀逍遥散加减,少见,较难
儿科,麻疹 , 邪郁肺卫证（初热期）,外感麻毒之邪，侵袭肺卫，肺气失宣,发热恶寒，咳嗽流涕，口腔麻疹黏膜斑,发热恶寒，咳嗽流涕，鼻塞喷嚏，咽痛，口腔两颊黏膜出现麻疹黏膜斑，舌质红，苔薄白或薄黄，脉浮数，指纹浮紫,辛凉透表，清宣肺卫,银翘散加减,少见,一般
儿科,麻疹 , 邪入肺胃证（出疹期）,麻毒之邪由肺入胃，气分热盛，透发皮疹,高热不退，皮疹按序透发，色红灼热,高热不退，烦躁口渴，皮疹按耳后、发际、面部、躯干、四肢顺序透发，色红灼热，舌质红，苔黄腻，脉洪数，指纹紫滞,清热解毒，透疹达邪,清解透表汤加减,少见,较难
儿科,麻疹 , 邪毒闭肺证（并发症）,麻毒之邪炽盛，内陷肺脏，肺气郁闭,高热喘促，咳嗽痰壅，皮疹透发不畅,高热喘促，咳嗽痰壅，鼻翼扇动，口唇青紫，皮疹透发不畅或骤然隐退，舌质红，苔黄腻，脉滑数，指纹紫滞,宣肺开闭，清热解毒,麻杏石甘汤加减,罕见,极难
儿科,麻疹 , 邪毒攻喉证（并发症）,麻毒之邪上攻咽喉，咽喉肿痛，气道受阻,咽喉肿痛，声音嘶哑，犬吠样咳嗽,咽喉肿痛，声音嘶哑，犬吠样咳嗽，吸气性呼吸困难，舌质红，苔黄腻，脉洪数，指纹紫,清热解毒，利咽消肿,清咽下痰汤加减,罕见,极难
儿科,麻疹 , 邪陷心肝证（并发症）,麻毒之邪炽盛，内陷厥阴，蒙蔽心包，热盛动风,高热神昏，烦躁抽搐，皮疹紫暗,高热神昏，烦躁抽搐，皮疹紫暗或隐退，舌质红绛，苔黄燥，脉弦数，指纹紫滞,平肝息风，清心开窍,羚角钩藤汤加减,罕见,绝症
儿科,风疹 , 邪郁肺卫证,外感风疹时邪，侵袭肺卫，肺气失宣,低热咳嗽，皮疹稀疏，色淡红,低热咳嗽，鼻塞流涕，皮疹稀疏，色淡红，先起于面部，后蔓延全身，舌质红，苔薄白，脉浮数，指纹浮紫,疏风清热，解表透疹,银翘散加减,常见,一般
儿科,风疹 , 邪热炽盛证,风疹时邪入里，气分热盛，透发皮疹,高热不退，皮疹稠密，色鲜红,高热不退，烦躁口渴，皮疹稠密，色鲜红或紫暗，舌质红，苔黄腻，脉洪数，指纹紫滞,清热解毒，凉血透疹,透疹凉解汤加减,少见,较难
儿科,猩红热 , 邪侵肺卫证,外感猩红热时邪，侵袭肺卫，肺气失宣,发热恶寒，咽喉肿痛，皮疹初现,发热恶寒，咽喉肿痛，吞咽困难，皮疹初见颈、胸、腋下，舌质红，苔薄白或薄黄，脉浮数，指纹浮紫,辛凉宣透，清热利咽,解肌透痧汤加减,少见,一般
儿科,猩红热 , 毒炽气营证,猩红热时邪入里，气营两燔，透发皮疹,高热烦躁，皮疹弥漫，色红如丹,高热烦躁，口渴咽痛，皮疹弥漫全身，色红如丹，压之退色，草莓舌，环口苍白圈，舌质红绛，苔黄燥，脉洪数，指纹紫滞,清气凉营，泻火解毒,凉营清气汤加减,少见,较难
儿科,猩红热 , 疹后阴伤证,猩红热时邪消退，耗伤阴液，肺胃阴虚,皮疹消退，口干咽燥，皮肤脱屑,皮疹消退，皮肤脱屑，口干咽燥，手足心热，舌质红，苔少或无苔，脉细数，指纹淡紫,养阴生津，清热润喉,沙参麦冬汤加减,少见,一般
儿科,水痘 , 邪伤肺卫证,外感水痘时邪，侵袭肺卫，肺气失宣,低热咳嗽，皮疹稀疏，斑丘疹、疱疹并见,低热咳嗽，鼻塞流涕，皮疹稀疏，先为斑丘疹，后变为疱疹，疱浆清亮，舌质红，苔薄白，脉浮数，指纹浮紫,疏风清热，利湿解毒,银翘散加减,常见,一般
儿科,水痘 , 邪炽气营证,水痘时邪入里，气营两燔，透发皮疹,高热烦躁，皮疹稠密，疱浆混浊,高热烦躁，口渴咽痛，皮疹稠密，疱浆混浊，色泽紫暗，舌质红绛，苔黄腻，脉洪数，指纹紫滞,清气凉营，解毒化湿,清胃解毒汤加减,少见,较难
儿科,手足口病 , 风热外侵证,外感手足口病时邪，侵袭肺脾，肺气失宣，脾失运化,低热咳嗽，手足口腔散在疱疹,低热咳嗽，鼻塞流涕，手足、口腔散在疱疹，疱浆清亮，舌质红，苔薄白或薄黄，脉浮数，指纹浮紫,疏风清热，利湿解毒,银翘散合甘露消毒丹加减,常见,一般
儿科,手足口病 , 湿热蒸盛证,手足口病时邪入里，湿热炽盛，熏蒸肌肤,高热不退，手足口腔疱疹稠密，疱浆混浊,高热不退，烦躁口渴，手足、口腔疱疹稠密，疱浆混浊，色泽紫暗，舌质红，苔黄腻，脉滑数，指纹紫滞,清热凉营，解毒祛湿,清瘟败毒饮加减,少见,较难
儿科,流行性腮腺炎 , 邪犯少阳证,外感流行性腮腺炎时邪，侵袭少阳，经络阻滞,发热恶寒，腮腺肿胀，胀痛,发热恶寒，一侧或双侧腮腺肿胀，胀痛，张口咀嚼困难，舌质红，苔薄白或薄黄，脉浮数，指纹浮紫,疏风清热，散结消肿,柴胡葛根汤加减,常见,一般
儿科,流行性腮腺炎 , 热毒蕴结证,流行性腮腺炎时邪入里，热毒炽盛，经络阻滞,高热不退，腮腺肿胀明显，疼痛剧烈,高热不退，烦躁口渴，一侧或双侧腮腺肿胀明显，疼痛剧烈，张口困难，舌质红，苔黄腻，脉洪数，指纹紫滞,清热解毒，软坚散结,普济消毒饮加减,少见,较难
儿科,流行性腮腺炎 , 邪陷心肝证（并发症）,流行性腮腺炎时邪炽盛，内陷厥阴，蒙蔽心包，热盛动风,高热神昏，烦躁抽搐，腮腺肿胀,高热神昏，烦躁抽搐，腮腺肿胀明显，舌质红绛，苔黄燥，脉弦数，指纹紫滞,平肝息风，清心开窍,羚角钩藤汤加减,罕见,极难
儿科,流行性腮腺炎 , 毒窜睾腹证（并发症）,流行性腮腺炎时邪循经窜扰睾腹，经络阻滞,腮腺肿胀，睾丸肿痛或少腹疼痛,腮腺肿胀，睾丸肿痛，或少腹疼痛，舌质红，苔黄腻，脉弦数，指纹紫,清热解毒，活血止痛,龙胆泻肝汤加减,罕见,较难
儿科,流行性乙型脑炎 , 邪犯卫气证,外感流行性乙型脑炎时邪，侵袭卫气，肺气失宣,发热恶寒，头痛嗜睡，恶心呕吐,发热恶寒，头痛嗜睡，恶心呕吐，口渴咽痛，舌质红，苔薄白或薄黄，脉浮数，指纹浮紫,辛凉透表，清热解毒,银翘散合白虎汤加减,少见,较难
儿科,流行性乙型脑炎 , 邪炽气营证,流行性乙型脑炎时邪入里，气营两燔，热盛动风,高热烦躁，神昏抽搐，颈项强直,高热烦躁，神昏抽搐，颈项强直，呕吐频繁，舌质红绛，苔黄燥，脉弦数，指纹紫滞,清气凉营，泻火解毒,清瘟败毒饮加减,罕见,极难
儿科,流行性乙型脑炎 , 邪入营血证,流行性乙型脑炎时邪深入营血，热盛动血，耗伤阴液,高热神昏，抽搐剧烈，皮肤瘀斑,高热神昏，抽搐剧烈，皮肤瘀斑，吐血便血，舌质红绛，苔少或无苔，脉细数，指纹紫滞,凉血解毒，开窍息风,犀角地黄汤合增液汤加减,罕见,绝症
儿科,流行性乙型脑炎 , 恢复期（气阴两虚证）,流行性乙型脑炎后期，气阴耗伤，余热未清,低热盗汗，神疲乏力，口干咽燥,低热盗汗，神疲乏力，口干咽燥，肢体拘挛，舌质红，苔少或无苔，脉细数，指纹淡紫,益气养阴，清解余热,生脉散合青蒿鳖甲汤加减,罕见,较难
儿科,百日咳 , 邪犯肺卫证（初咳期）,外感百日咳时邪，侵袭肺卫，肺气失宣,咳嗽流涕，咳声轻微，逐渐加重,咳嗽流涕，咳声轻微，逐渐加重，夜间为甚，舌质红，苔薄白或薄黄，脉浮数，指纹浮紫,疏风清热，宣肺止咳,银翘散加减,少见,一般
儿科,百日咳 , 痰火阻肺证（痉咳期）,百日咳时邪入里，痰火互结，阻滞气道,阵发性痉挛性咳嗽，咳后鸡鸣样回声,阵发性痉挛性咳嗽，咳后鸡鸣样回声，咳嗽剧烈时面红目赤，呕吐痰涎，舌质红，苔黄腻，脉滑数，指纹紫滞,清热泻肺，涤痰镇咳,桑白皮汤合葶苈大枣泻肺汤加减,少见,极难
儿科,百日咳 , 气阴耗伤证（恢复期）,百日咳后期，痰火渐退，气阴耗伤,咳嗽减轻，神疲乏力，盗汗口干,咳嗽减轻，神疲乏力，盗汗口干，舌质红，苔少或无苔，脉细数，指纹淡紫,益气养阴，润肺止咳,沙参麦冬汤加减,少见,一般
儿科,蛔虫病 , 肠虫证,蛔虫寄生肠道，气机阻滞，脾胃失运,脐周腹痛，时作时止，食欲不振,脐周腹痛，时作时止，食欲不振，恶心呕吐，或大便排出蛔虫，舌质淡，苔薄白或薄腻，脉滑，指纹淡红,驱蛔杀虫，调理脾胃,使君子散加减,常见,一般
儿科,蛔虫病 , 蛔厥证（胆道蛔虫）,蛔虫上窜胆道，气机阻滞，湿热内生,突发右上腹剧烈疼痛，弯腰屈膝，恶心呕吐,突发右上腹剧烈疼痛，弯腰屈膝，辗转不安，恶心呕吐，或吐蛔虫，舌质红，苔黄腻，脉弦数，指纹紫,安蛔定痛，驱虫排蛔,乌梅丸加减,少见,极难
儿科,蛔虫病 , 虫瘕证（蛔虫性肠梗阻）,蛔虫团聚肠道，形成梗阻，气机阻滞,腹痛剧烈，腹胀拒按，大便不通,腹痛剧烈，腹胀拒按，大便不通，腹部可扪及条索状包块，舌质红，苔黄腻，脉弦数，指纹紫滞,通腑散结，驱虫止痛,驱蛔承气汤加减,罕见,极难
儿科,蛲虫病 , 虫扰肠道证,蛲虫寄生肠道，夜间爬出肛门产卵，刺激肛周,夜间肛周瘙痒，睡眠不安，食欲不振,夜间肛周瘙痒，睡眠不安，食欲不振，大便可查见蛲虫卵，舌质淡，苔薄白，脉滑，指纹淡红,驱虫止痒，调理脾胃,追虫丸加减,常见,一般
儿科,发热 , 外感发热（风寒束表证）,外感风寒之邪，束表卫闭，阳气被遏,发热恶寒，无汗头痛，鼻塞流清涕,发热恶寒，无汗头痛，鼻塞流清涕，咳嗽，舌质淡红，苔薄白，脉浮紧，指纹浮红,辛温解表，宣肺散寒,荆防败毒散加减,常见,一般
儿科,发热 , 外感发热（风热犯表证）,外感风热之邪，犯表卫开，肺失宣肃,发热恶风，有汗头痛，鼻塞流浊涕,发热恶风，有汗头痛，鼻塞流浊涕，咳嗽咽痛，舌质红，苔薄黄，脉浮数，指纹浮紫,辛凉解表，宣肺清热,银翘散加减,常见,一般
儿科,发热 , 外感发热（暑湿袭表证）,外感暑湿之邪，袭表困脾，卫表失宣,发热无汗，身重困倦，胸闷呕恶,发热无汗，身重困倦，胸闷呕恶，食欲不振，舌质红，苔黄腻，脉滑数，指纹紫滞,清暑解表，化湿和中,新加香薷饮加减,常见,一般
儿科,发热 , 内伤发热（阴虚发热证）,体质虚弱，久病伤阴，阴虚内热,低热盗汗，手足心热，口干咽燥,低热盗汗，手足心热，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴清热,知柏地黄丸加减,少见,较难
儿科,发热 , 内伤发热（气虚发热证）,脾胃虚弱，气虚下陷，虚热内生,低热自汗，神疲乏力，食欲不振,低热自汗，神疲乏力，食欲不振，面色萎黄，舌质淡，苔薄白，脉细弱，指纹淡红,益气健脾，甘温除热,补中益气汤加减,少见,一般
儿科,夏季热 , 暑伤肺胃证,夏季暑热之邪侵袭肺胃，耗伤津气,夏季长期发热，口渴多饮，多尿少汗,夏季长期发热，口渴多饮，多尿少汗，烦躁不安，舌质红，苔薄黄，脉数，指纹紫,清暑益气，养阴生津,王氏清暑益气汤加减,常见,一般
儿科,夏季热 , 上盛下虚证,夏季暑热之邪侵袭，上盛下虚，肾阳不足,夏季长期发热，口渴多饮，下肢欠温,夏季长期发热，口渴多饮，多尿少汗，下肢欠温，精神萎靡，舌质淡，苔薄黄，脉细数，指纹淡红,温补肾阳，清泻暑热,温下清上汤加减,少见,较难
儿科,传染性单核细胞增多症 , 邪郁肺卫证,外感传染性单核细胞增多症时邪，侵袭肺卫，肺气失宣,发热恶寒，咳嗽流涕，咽峡肿痛,发热恶寒，咳嗽流涕，咽峡肿痛，颈部淋巴结肿大，舌质红，苔薄白或薄黄，脉浮数，指纹浮紫,疏风清热，宣肺利咽,银翘散加减,少见,一般
儿科,传染性单核细胞增多症 , 热毒炽盛证,传染性单核细胞增多症时邪入里，热毒炽盛，气营两燔,高热不退，咽峡肿痛明显，皮疹,高热不退，烦躁口渴，咽峡肿痛明显，扁桃体有白色腐物，颈部淋巴结肿大，皮疹，舌质红绛，苔黄腻，脉洪数，指纹紫滞,清热解毒，凉血利咽,普济消毒饮加减,罕见,较难
儿科,传染性单核细胞增多症 , 痰热瘀阻证,传染性单核细胞增多症时邪入里，痰热瘀结，阻滞经络,高热不退，淋巴结肿大明显，肝脾肿大,高热不退，淋巴结肿大明显，肝脾肿大，舌质紫暗或有瘀点，苔黄腻，脉滑数，指纹紫滞,清热化痰，活血散结,黛蛤散合桃仁红花煎加减,罕见,极难
儿科,皮肤黏膜淋巴结综合征 , 卫气同病证,外感皮肤黏膜淋巴结综合征时邪，侵袭卫气，肺气失宣,发热恶寒，皮疹初现，颈部淋巴结肿大,发热恶寒，皮疹初现，颈部淋巴结肿大，口腔黏膜充血，舌质红，苔薄白或薄黄，脉浮数，指纹浮紫,辛凉透表，清热解毒,银翘散合白虎汤加减,罕见,较难
儿科,皮肤黏膜淋巴结综合征 , 气营两燔证,皮肤黏膜淋巴结综合征时邪入里，气营两燔，热盛动血,高热不退，皮疹稠密，手足硬肿,高热不退，烦躁口渴，皮疹稠密，手足硬肿，眼结膜充血，口腔黏膜充血皲裂，颈部淋巴结肿大，舌质红绛，苔黄燥，脉洪数，指纹紫滞,清气凉营，解毒化瘀,清瘟败毒饮加减,罕见,极难
儿科,皮肤黏膜淋巴结综合征 , 恢复期（气阴两虚证）,皮肤黏膜淋巴结综合征后期，气阴耗伤，余热未清,低热盗汗，神疲乏力，手足脱皮,低热盗汗，神疲乏力，手足脱皮，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,益气养阴，清解余热,生脉散合沙参麦冬汤加减,罕见,一般
儿科,皮肤黏膜淋巴结综合征 , 恢复期（阴虚内热证）,病后阴液耗伤，虚热内生,低热不退，手足心热，口干咽燥,低热不退，手足心热，口干咽燥，手足脱皮，舌质红，苔少，脉细数，指纹淡紫,滋阴清热，生津润燥,知柏地黄丸合沙参麦冬汤加减,罕见,较难
儿科,紫癜 , 风热伤络证,外感风热之邪，侵袭血络，血热妄行,起病急，紫癜色鲜红，伴发热咽痛,起病急，紫癜色鲜红，散在分布，伴发热咽痛，咳嗽，舌质红，苔薄黄，脉浮数，指纹浮紫,疏风清热，凉血止血,银翘散合犀角地黄汤加减,常见,一般
儿科,紫癜 , 血热妄行证,热毒炽盛，迫血妄行，损伤血络,紫癜密集，色鲜红或紫红，伴高热烦躁,紫癜密集，色鲜红或紫红，伴高热烦躁，口渴咽痛，大便干结，小便短黄，舌质红绛，苔黄燥，脉洪数，指纹紫滞,清热解毒，凉血止血,清瘟败毒饮加减,少见,较难
儿科,紫癜 , 气不摄血证,脾胃虚弱，气虚不能统血，血溢脉外,紫癜色淡红，反复发作，神疲乏力,紫癜色淡红，反复发作，神疲乏力，食欲不振，面色萎黄，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，摄血止血,归脾汤加减,少见,较难
儿科,紫癜 , 阴虚火旺证,久病耗伤阴液，肝肾阴虚，虚火内生，灼伤血络,紫癜色暗红，手足心热，盗汗颧红,紫癜色暗红，手足心热，盗汗颧红，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴降火，凉血止血,大补阴丸加减,罕见,较难
儿科,湿疹 , 湿热蕴肤证,外感湿热之邪，或饮食不节，湿热内生，蕴结肌肤,皮疹红肿，瘙痒剧烈，渗液多,皮疹红肿，瘙痒剧烈，渗液多，伴发热烦躁，大便干结，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热利湿，祛风止痒,龙胆泻肝汤合萆薢渗湿汤加减,常见,较难
儿科,湿疹 , 脾虚湿蕴证,脾胃虚弱，运化失常，水湿内生，蕴结肌肤,皮疹淡红，瘙痒较轻，渗液少,皮疹淡红，瘙痒较轻，渗液少，伴神疲乏力，食欲不振，大便溏薄，舌质淡，苔白腻，脉滑，指纹淡红,健脾利湿，祛风止痒,参苓白术散合除湿胃苓汤加减,常见,一般
儿科,湿疹 , 血虚风燥证,久病耗伤阴血，血虚生风，肌肤失养,皮疹干燥，瘙痒，脱屑,皮疹干燥，瘙痒，脱屑，伴面色萎黄，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,养血润燥，祛风止痒,当归饮子加减,少见,较难
儿科,维生素D缺乏性佝偻病 , 肺脾气虚证,脾胃虚弱，肺气不足，运化失司，生化乏源，筋骨失养,多汗易惊，烦躁不安，肌肉松软,多汗易惊，烦躁不安，肌肉松软，食欲不振，面色少华，舌质淡，苔薄白，脉细弱，指纹淡红,健脾补肺，益气生津,人参五味子汤合玉屏风散加减,常见,一般
儿科,维生素D缺乏性佝偻病 , 脾虚肝旺证,脾胃虚弱，气血不足，肝失濡养，虚风内动,烦躁易怒，夜啼不安，枕秃多汗,烦躁易怒，夜啼不安，枕秃多汗，肌肉松软，舌质淡，苔薄白，脉弦细，指纹淡红,健脾平肝，息风止动,益脾镇惊散加减,常见,一般
儿科,维生素D缺乏性佝偻病 , 肾精亏损证,先天禀赋不足，肾精亏虚，筋骨失养,骨骼畸形，发育迟缓，囟门迟闭,骨骼畸形（鸡胸、漏斗胸、O型腿、X型腿），发育迟缓，囟门迟闭，舌质红，苔少或无苔，脉细数，指纹淡紫,补肾填精，强筋健骨,补肾地黄丸加减,少见,极难
儿科,肺炎喘嗽 , 痰瘀闭肺证,痰热瘀结，阻滞肺络，肺气郁闭,咳嗽喘促，痰稠色黄，唇甲青紫,咳嗽喘促，痰稠色黄，唇甲青紫，胸痛固定，舌质紫暗或有瘀点，苔黄腻，脉滑数，指纹紫滞,清热化痰，活血化瘀,麻杏石甘汤合桃红四物汤加减,少见,极难
儿科,哮喘 , 肺实肾虚证（缓解期）,肺气亏虚，肾气不足，痰饮内伏,气短乏力，腰膝酸软，遇寒易发作,气短乏力，腰膝酸软，遇寒易发作，自汗盗汗，舌质淡，苔薄白，脉细弱，指纹淡红,补肺益肾，化痰止咳,玉屏风散合肾气丸加减,常见,较难
儿科,反复呼吸道感染 , 营卫失调证,营卫不和，卫气不固，易受外邪,反复外感，汗出不温，低热,反复外感，汗出不温，低热，面色苍白，精神萎靡，舌质淡，苔薄白，脉缓，指纹淡红,调和营卫,黄芪桂枝五物汤加减,常见,一般
儿科,泄泻 , 伤阴证,泄泻日久，耗伤阴液，阴虚内热,大便干结，口干咽燥，小便短黄,大便干结，口干咽燥，小便短黄，烦躁不安，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴生津，清热止泻,连梅汤加减,少见,较难
儿科,泄泻 , 伤阳证,泄泻日久，耗伤阳气，脾肾阳虚,大便澄澈清冷，完谷不化，形寒肢冷,大便澄澈清冷，完谷不化，形寒肢冷，面色?白，精神萎靡，舌质淡，苔白滑，脉沉迟，指纹淡红,温补脾肾，固涩止泻,附子理中汤合四神丸加减,少见,较难
儿科,厌食 , 肝脾不和证,情志失调，肝气郁结，横逆犯脾，脾失健运,食欲不振，烦躁易怒，腹胀,食欲不振，烦躁易怒，腹胀，嗳气频繁，舌质红，苔薄黄，脉弦，指纹紫,疏肝理气，健脾助运,逍遥散加减,常见,一般
儿科,积滞 , 气滞血瘀证,积滞日久，气机不畅，瘀血内生,脘腹胀满坚硬，青筋显露，疼痛固定,脘腹胀满坚硬，青筋显露，疼痛固定不移，大便干结，舌质紫暗或有瘀点，苔厚腻，脉涩，指纹紫滞,理气活血，消积止痛,血府逐瘀汤合保和丸加减,罕见,极难
儿科,汗证 , 阳虚自汗证,脾胃虚寒，阳气不足，卫外不固，津液外泄,自汗为主，畏寒肢冷，神疲乏力,自汗为主，畏寒肢冷，神疲乏力，面色?白，大便溏薄，舌质淡，苔白滑，脉沉迟，指纹淡红,温补阳气，固表止汗,桂枝加附子汤加减,少见,一般
