id,name,catalog,desc,gain,use,propetype,pic,
714,洋紫荆,（豆科）,"落叶乔木。树皮暗褐色①，近光滑；幼嫩部分常被灰色短柔毛；枝广展，硬而稍呈之字曲折。叶近革质，广卵形至近圆形，基部浅至深心形。总状花序侧生或顶生，极短缩，多少呈伞房花序式，花大，花瓣倒卵形或倒披针形，具瓣柄，紫红色或淡红色②，杂以黄绿色及暗紫色的斑纹，近轴一片较阔；能育雄蕊5枚,退化雄蕊1~5枚，子房具柄，被柔毛，柱头小。荚果带状，扁平，具长柄及喙；种子10~15颗，近圆形，扁平。花期全年，3月最盛。分布于我国南部。印度、中南半岛也有分布。",根、树皮全年可采;叶及花夏季采，晒干备用。,①木、皮：苦、平，无毒。清热凉血，祛风解毒。用于治疗溼疹溃烂，刀伤，生肌愈口，消化不良性腹泻，肠炎痢疾。②花（老白花）：苦、涩，平。消炎解毒。用于肝炎，咳嗽痰喘，风热咳嗽。,,.\pic\med\洋紫荆_1.jpeg,2026/3/27 7:43
715,白薇,（萝藦科）,多年生草本，高40~70cm。根须状，有香气，茎上密生柔毛。叶对生，卵状长圆形①，两面有毛。聚伞花序，生于茎的四周，花冠辐状，黑紫色，副花冠5裂。蓇葖果单生，圆柱状②，种子具白色种毛。生于山坡或林缘地带。分布于我国辽宁、河北、河南、山东、山西、安徽等地。,春、秋季采挖，洗净，干燥。,根及根茎入药。苦、咸，寒。归胃、肝、肾经。清热凉血，利尿通淋，解毒疗疮。用于温邪伤营发热，骨蒸劳热，产后血虚发热，热淋，血淋，痈疽肿毒。,,.\pic\med\白薇_1.jpeg,2026/3/27 7:43
716,枸杞,（茄科）,落叶小灌木，高约2m。枝细长，常弯曲下垂，有棘刺。叶互生或簇生于短枝上，卵形或卵状披针形。花单生或2~4朵簇生，花萼锺状，3~5齿裂，花冠紫红色，漏斗状①，裂片长与筒几相等，雄蕊5，花丝基部密生绒毛。浆果卵形或长椭圆状卵形，成熟时红色②。生于沙壤土中。分布于全国各地，主产河北、山东、江苏、浙江、江西、湖北、四川、云南、福建等省。,春初或秋后采挖根部，洗净，剥取根皮，晒干。,根皮入药，中药名为「地骨皮」。甘，寒。归肺、肝、肾经。清虚热，泻肺火，凉血。用于阴虚劳热，骨蒸盗汗，小儿疳积发热，肺热咳喘，吐血，衄血，尿血，消渴。果实亦作「枸杞子」入药。,,.\pic\med\枸杞_1.jpeg,2026/3/27 7:43
717,黄花蒿,（菊科）,一年生草本，高40~150cm。全株具较强挥发油气味。茎直立，具纵条纹，多分枝，光滑无毛。基生叶平铺地面，茎生叶互生，幼时绿色，老时变为黄褐色，无毛；叶片通常为三回羽状全裂①，有极小粉末状短柔毛，下面淡绿色，具细小的毛或粉末状腺状斑点。头状花序细小，球形②，多阵列成圆锥状；花全为管状花，黄色，外围为雌花，中央为两性花。瘦果椭圆形。花期8~10月，果期10~11月。生于旷野、山坡、路边、河岸等处。分布于我国各地。,花苗期采收，切碎，晒干。,全草入药，中药名为「青蒿」。苦、微辛，寒。清热，解暑，除蒸，截疟。主治暑热，暑溼，溼温，阴虚发热，疟疾，黄疸。,,.\pic\med\黄花蒿_1.jpeg,2026/3/27 7:43
718,银柴胡,（石竹科）,多年生草本，高20~40cm。茎密被短毛或腺毛。单叶对生；无柄①；叶片披针形，先端锐尖，基部圆形，全缘，下面被短毛。花单生于叶腋，萼片5枚，边缘白色膜质；花瓣5枚，白色，先端2深裂；雄蕊10枚，花柱3裂。蒴果近球形，外被宿萼。种子通常1粒，种皮有多数小突起。花期6~7月，果期8~9月。野生于干燥草原及山坡石缝中。分布于我国东北及内蒙古、河北、陕西、甘肃、宁夏等地。,秋季采挖，除去茎、叶及须根，洗净，晒干。,根入药。甘，微寒。清虚热，除疳热。主治阴虚发热，骨蒸劳热，小儿疳积发热。,,.\pic\med\银柴胡_1.jpeg,2026/3/27 7:43
719,垂柳,（杨柳科）,落叶乔木，高达10m。枝条扩充套件，小枝细长，下垂①，褐色或带紫色。单叶互生，叶片狭披针形至线状披针形，边缘具细锯齿，表面暗绿色，背面灰绿色。花单性，雌雄异株，花序轴有短柔毛，葇荑花序，苞片椭圆形，雄蕊2枚，离生，雌花序苞片窄椭圆形，子房椭圆形，柱头2裂。蒴果，2瓣裂。花期4~5月，果期5月。分布于我国长江流域与黄河流域，其他各地均栽培，为道旁、水边等绿化树种。耐水溼，也能生于干旱处。在亚洲、欧洲、美洲各国均有引种。,枝、叶夏季采集；须根、根、树皮随时采集，鲜用或晒干备用。,"枝、叶、树皮、根皮、须根入药：苦，寒。①柳根：祛风利溼、消肿止痛。治疗乳痈、牙痛、中耳炎、黄疸等疾病。②柳皮：能除痰明目、清热祛风，水煎薰洗可治疗疥癣顽疾。③柳叶：清热解毒、利溼消肿。治疗上呼吸道感染、支气管炎、肺炎、膀胱炎、咽喉炎。捣烂外敷,可治疗足跟疼痛。",,.\pic\med\垂柳_1.jpeg,2026/3/27 7:43
720,京大戟,（大戟科）,多年生草本，高30~80cm。全株含乳汁，叶互生，矩圆状披针形①。总花序常有5伞梗，基部有5伞梗，基部有5枚叶状包片；每伞梗又作一至数回分叉，最后小伞梗顶端着生一杯状聚伞花序②；杯状总苞顶端4裂，腺体4。蒴果表面有疣状突起。生于路旁、山坡、荒地及较阴溼的树林下。分布于我国东北、华东地区及河北、河南、湖南、湖北、四川、广东、广西等地。,秋、冬季采挖大戟的根，洗净，晒干。,苦，寒；有毒。归肺、脾、肾经。泻水逐饮。用于水肿胀满，胸腹积水，痰饮积聚，气逆喘咳，二便不利。注意，孕妇禁用。不宜与甘草同用。,,.\pic\med\京大戟_1.jpeg,2026/3/27 7:43
721,狼毒,（瑞香科）,多年生草本，高20~50cm。单叶互生，较密；狭卵形至线形，头状花序顶生，花多数；萼常呈花冠状，白色或黄色，萼筒呈细管状，先端5裂，裂片矩圆形至倒卵形；雄蕊10，成2列着生于喉部；子房上位，果卵形，为花被管基部所包。种子1枚。生于高山及草原。分布于我国东北、华北、西北、西南等地。,秋季采挖，洗净，切片，晒干。,辛、苦，平。有毒，慎内服。归肺、大肠经。散结，逐水，止痛，杀虫。用于水气肿胀，淋巴结结核；外用治疥、癣，杀蝇、蛆。,,.\pic\med\狼毒_1.jpeg,2026/3/27 7:43
722,美国商陆,（商陆科）,多年生草本，高1~2m。根肥大，倒圆锥形。茎直立或披散，圆柱形，有时带紫红色①。叶片椭圆状卵形或卵状披针形，总状花序顶生或侧生；花白色，微带红晕②；雄蕊、心皮及花柱均为（8~）10（~12），心皮合生。果序下垂，浆果扁球形③，熟时紫黑色；种子平滑。生于北美洲林缘地区、村边、路边等。原产北美洲，现我国各地均有分布。,冬季倒苗时采挖，挖出根部，洗净，横切成1厘米厚的薄片，晒或炕干。,苦，寒。有毒。入脾、膀胱经。通二便，泻水，散结。治水肿，胀满，脚气，喉痺，痈肿，恶疮。,,.\pic\med\美国商陆_1.jpeg,2026/3/27 7:43
723,商陆,（商陆科）,多年生草本。高70~100cm。根粗壮，肉质，圆锥形，有横长皮孔。茎直立，绿色或紫红色。叶互生，卵状椭圆形。总状花序顶生或侧生①；花被片5，白色，后变淡粉红色；雄蕊8~10；通常为8，分离。果序直立；浆果扁球形，熟时紫黑色。多生于疏林下、林缘、路旁、山沟等溼润的地方。我国大部分地区均有分布。,秋、冬或春季均可采收。挖取后，除去茎叶、须根及泥土，洗净，横切或纵切成片、块，晒干或阴干。,苦，寒。有毒。归肺、脾、肾、膀胱四经。通二便，泻水，散结。治水肿，胀满，脚气，喉痺，痈肿，恶疮。,,.\pic\med\商陆_1.jpeg,2026/3/27 7:43
724,裂叶牵牛,（旋花科）,一年生缠绕藤本，长8~15m，全株被毛。叶互生，叶片阔卵形或长椭圆形，通常3裂①。花单生或2~3朵着生花梗顶端；外萼片披针状线形；花冠漏斗状②，浅蓝色或紫红色；雄蕊5枚，子房上位，3室，每室有2颗胚珠。蒴果球形；种子卵状三稜形，黑褐色或淡黄白色。生于山坡灌丛或宅旁。分布于我国黑龙江、吉林、辽宁、河北、河南、山东、山西、江苏、浙江、台湾、广东、海南、广西、贵州、四川等地。,秋末果实成熟、果壳未开裂时采割植株，晒干，打下种子，除去杂质。,种子入药，中药名为「牵牛子」。苦，寒。有毒。归肺、肾、大肠经。泻水通便，消痰涤饮，杀虫攻积。用于水肿胀满，二便不利，痰饮积聚，气逆喘咳，虫积腹痛，蛔虫病，绦虫病。,,.\pic\med\裂叶牵牛_1.jpeg,2026/3/27 7:43
725,圆叶牵牛,（旋花科）,一年生缠绕藤本，长2~3m，茎叶被密毛。叶阔心形，常不裂①。总花梗比叶柄长；萼片卵状披针形，先端端尖。花单生或2~3朵着生花梗顶端；外萼片披针状线形；花冠漏斗状，浅蓝色或紫红色②，雄蕊5枚，子房上位，3室，每室有2颗胚珠。蒴果球形；种子卵状三稜形，黑褐色或淡黄白色。生于路边、野地和篱笆旁。分布于我国绝大部分地区。,,种子入药，中药名为「牵牛子」。苦，寒。有毒。归肺、肾、大肠经。泻水通便，消痰涤饮，杀虫攻积。用于水肿胀满，二便不利，痰饮积聚，气逆喘咳，虫积腹痛，蛔虫病、绦虫病。,,.\pic\med\圆叶牵牛_1.jpeg,2026/3/27 7:43
726,巴豆,（大戟科）,灌木或小乔木，高2~10m。幼枝绿色，被稀疏星状毛，老枝无毛。单叶互生；托叶线形；叶膜质，近叶柄处有2枚无柄的杯状腺体。总状花序顶生①，上部着生雄花，下部着生雌花，也有全为雄花而无雌花的；雄蕊15~20枚，着生花盘边缘；雌花花梗较粗；花萼5深裂，外被星状毛；无花瓣；花柱3裂，每个2深裂。蒴果有3钝角②，种子3颗。花期3~10月，果期7~11月。生于山野、丘陵地，房屋附近常见栽培。分布于我国西南及福建、湖北、湖南、广东、广西等地。,栽种5~6年始结果，8~11月果实成熟，可分批采收，除去残枝落叶，摊放2～3天，晒干或烘干，去果壳，将种子扬净。,种子入药。辛，热；有大毒。泻下寒积，逐水退肿，祛痰利咽，蚀疮杀虫。主治寒邪食积所致的胸腹胀满急痛，大便不通，泄泻痢疾，水肿腹大，痰饮喘满，喉风喉痺，痈疽，恶疮疥癣。,,.\pic\med\巴豆_1.jpeg,2026/3/27 7:43
727,甘遂,（大戟科）,多年生草本，高25~40cm。全株含白色乳汁。茎常从基部分枝，下部带紫红色，上部淡绿色。叶互生，无柄，叶片线状披针形及狭披针形，全缘①。杯状聚伞花序顶生②，每伞梗常再次分叉。总苞陀螺形，边缘具白毛，腺体4个；雄花8~13枚，每花具雄蕊1枚；雌花1朵，位于雄花中央，花柱3裂，分离，柱头2裂。蒴果近球形，无毛，灰褐色。花期4~6月，果期6~8月。多生于草坡、农田地埂、路旁等处。分布于我国河北、山西、陕西、甘肃、河南、四川等地。,春季开花前或秋季枯苗后挖掘根部，除去泥土，将根放入竹筐内，置流水河渠内，筐内放些碎瓦块或煤渣，用木棒搅拌，洗净外皮，晒干。或用硫黄薰后再晒干。,块根入药。苦，寒；有毒。泻水逐饮，破积通便。主治水肿，腹水，留饮结胸，癫痫，喘咳，大小便不通。,,.\pic\med\甘遂_1.jpeg,2026/3/27 7:43
728,续随子,（大戟科）,两年生草本，高可达1m。全株含白汁。茎分枝多。单叶互动对生，无柄；茎下部叶较密，由下而上叶渐增大，先端锐尖，基部V形而多少抱茎，全缘。杯状聚伞花序顶生①，基部轮生叶状苞片2~4枚，每伞梗再叉状分枝；花单性；雄花多数和雌花1枚同生于萼状总苞内；雄蕊1枚；雌花生于花序中央，雌蕊1枚，花柱3裂。蒴果，种子表面有黑褐色相间的斑点。花期4~7月，果期6~9月。生于向阳山坡。野生或栽培。分布于我国黑龙江、吉林、辽宁、河北、山西、江苏、浙江、福建、台湾、河南、湖南、广西、四川、贵州、云南等地。,南方7月中、下旬，北方8~9月上旬，待果实变黑褐色时采收，晒干，脱粒，扬净，再晒至全干。,种子入药，中药名为「千金子」。辛，温；有毒。逐水消肿，解毒杀虫。主治水肿，腹水，二便不利，经闭，疥癣癞疮，痈肿，毒蛇咬伤及疣赘。,,.\pic\med\续随子_1.jpeg,2026/3/27 7:43
729,芫花,（瑞香科）,直立落叶灌木，高达1m。根皮富韧性。茎暗棕色；枝褐紫色，幼时密生短柔毛。叶有短柄，被短柔毛；叶片全缘，幼时叶之两面疏生绢状短柔毛，老则渐脱。花淡紫色，先叶开放；花两性，无花瓣；花被管细长，密被短柔毛；雄蕊8枚，不具花丝；雌蕊1枚，1室，花柱极短。核果革质，白色。种子1颗，黑色。花期3～4月，果期5月。生于路旁、山坡或栽培于庭园。分布于我国华东及河北、陕西、河南、湖北、湖南、四川、贵州等地。,春季花未开放前采摘，拣去杂质，晒干或烘干。,花蕾入药。辛、苦，温；有毒。泻水逐饮，祛痰止咳，解毒杀虫。主治水肿，膨胀，痰饮胸水，喘咳，痈疖疮癣。,,.\pic\med\芫花_1.jpeg,2026/3/27 7:43
730,大麻,（桑科）,一年生高大草本， 高2~4m。皮层富纤维。叶下部对生，上部互生，掌状全裂①。花单性异株；雄花排成圆锥花序，花被片5枚，雄蕊5枚；雌花丛生叶腋，苞片1②，卵形，花被退化为1片，膜质；雌蕊1，花柱2。瘦果扁卵形，为宿存苞片所包被。生于温暖地区或热带地区。原产于亚洲中部，现遍布全球。,秋季果实成熟时采收大麻的果实，除去杂质，晒干。,甘，平。归脾、胃、大肠经。润燥滑肠通便。用于血虚津亏，肠燥便祕。,,.\pic\med\大麻_1.jpeg,2026/3/27 7:43
731,无花果,（桑科）,落叶灌木。高达12m。叶互生，厚纸质，广卵圆形，3~5裂；托叶卵状披针形。雌雄异株，雄花和瘿花同生于一隐头花序内壁；雌花子房卵圆形，花柱侧生，柱头2裂。隐头果单生叶腋，梨形①；瘦果透镜状。生于排水良好的沙质土壤中，除东北、西藏和青海外，我国其他省（区）均有分布，长江流域和华北沿海地带栽培居多。,夏、秋季摘取未成熟青色聚花果，放于沸水内烫过，立即捞起，晒干或烘干。,性平，味甘。归肺、胃、大肠经。健脾开胃，清热润肠，润肺止咳。用于食欲减退，咳喘，咽喉肿痛，便祕，痔疮。附注无花果的果实中含有大量的果胶和维生素，能使肠道各种有害物质被吸附，然后排出体外。果实除了开胃、助消化之外，还能止腹泻、治咽喉痛。在浴盆中放入干燥的无花果叶片，有暖身和防治神经痛与痔瘻、肿痛的效果，同时还具有润滑面板的美容作用。无花果最重要的药用作用表现在对癌症的显著抑制作用方面，它的抗癌功效也得到世界各国公认。,,.\pic\med\无花果_1.jpeg,2026/3/27 7:43
